CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,AverageMonthlySpending,TotalChargesPerTenure,MonthlyChargeCategory,TenureGroup,IsLongTermContract,IsElectronicPayment
C00254,26,182,3882,Month-to-month,Electronic Check,Yes,0,0,149.30769230769232,149.30769230769232,High,Established,0,1
C00255,31,88,4230,Two year,Electronic Check,No,1,0,136.4516129032258,136.4516129032258,Medium,Established,1,1
C00256,29,178,7961,Two year,Electronic Check,Yes,0,0,274.51724137931035,274.51724137931035,High,Established,1,1
C00257,65,30,6769,Month-to-month,Credit Card,No,0,0,104.13846153846154,104.13846153846154,Low,Loyal,0,0
C00258,50,120,1839,Two year,Credit Card,Yes,0,0,36.78,36.78,Medium,Loyal,1,0
C00259,54,191,6674,Two year,Credit Card,No,1,0,123.5925925925926,123.5925925925926,High,Loyal,1,0
C00260,31,85,1935,One year,Electronic Check,Yes,0,0,62.41935483870968,62.41935483870968,Medium,Established,1,1
C00261,49,41,7108,Two year,Bank Transfer,Yes,1,0,145.0612244897959,145.0612244897959,Low,Loyal,1,0
C00262,44,176,4069,Two year,Bank Transfer,No,0,0,92.47727272727273,92.47727272727273,High,Established,1,0
C00263,1,39,2429,Month-to-month,Credit Card,Yes,1,1,2429.0,2429.0,Low,New,0,0
C00264,71,156,812,One year,Credit Card,No,0,0,11.43661971830986,11.43661971830986,High,Loyal,1,0
C00265,34,172,1619,Two year,Electronic Check,Yes,1,0,47.61764705882353,47.61764705882353,High,Established,1,1
C00266,6,115,1677,Two year,Bank Transfer,Yes,1,0,279.5,279.5,Medium,New,1,0
C00267,29,92,1792,Month-to-month,Credit Card,Yes,0,0,61.793103448275865,61.793103448275865,Medium,Established,0,0
C00268,69,177,2153,Two year,Bank Transfer,No,0,0,31.202898550724637,31.202898550724637,High,Loyal,1,0
C00269,19,63,1186,Two year,Electronic Check,No,1,0,62.421052631578945,62.421052631578945,Low,Developing,1,1
C00270,43,81,7187,Two year,Credit Card,No,1,0,167.13953488372093,167.13953488372093,Medium,Established,1,0
C00271,8,160,7182,Month-to-month,Bank Transfer,No,1,1,897.75,897.75,High,New,0,0
C00272,43,85,6192,One year,Credit Card,Yes,1,0,144.0,144.0,Medium,Established,1,0
C00273,29,64,6131,One year,Electronic Check,Yes,0,0,211.41379310344828,211.41379310344828,Low,Established,1,1
C00274,67,142,1008,Month-to-month,Electronic Check,No,1,0,15.044776119402986,15.044776119402986,Medium,Loyal,0,1
C00275,66,196,2989,Month-to-month,Electronic Check,No,0,0,45.28787878787879,45.28787878787879,High,Loyal,0,1
C00276,49,94,4521,One year,Bank Transfer,Yes,1,0,92.26530612244898,92.26530612244898,Medium,Loyal,1,0
C00277,58,174,1493,Two year,Credit Card,No,0,0,25.74137931034483,25.74137931034483,High,Loyal,1,0
C00278,3,72,4282,One year,Credit Card,Yes,0,0,1427.3333333333333,1427.3333333333333,Low,New,1,0
C00279,66,128,7087,One year,Electronic Check,No,1,0,107.37878787878788,107.37878787878788,Medium,Loyal,1,1
C00280,57,43,6209,Two year,Bank Transfer,No,1,0,108.9298245614035,108.9298245614035,Low,Loyal,1,0
C00281,17,25,7759,Two year,Credit Card,No,1,0,456.4117647058824,456.4117647058824,Low,Developing,1,0
C00282,18,158,7475,Two year,Electronic Check,Yes,0,0,415.27777777777777,415.27777777777777,High,Developing,1,1
C00283,2,56,7493,Month-to-month,Electronic Check,No,1,1,3746.5,3746.5,Low,New,0,1
C00284,13,94,261,Month-to-month,Bank Transfer,Yes,0,0,20.076923076923077,20.076923076923077,Medium,Developing,0,0
C00285,26,171,6538,Two year,Credit Card,Yes,0,0,251.46153846153845,251.46153846153845,High,Established,1,0
C00286,48,80,6186,Month-to-month,Electronic Check,Yes,1,0,128.875,128.875,Medium,Established,0,1
C00287,11,60,627,One year,Electronic Check,No,0,0,57.0,57.0,Low,New,1,1
C00288,42,83,1173,One year,Bank Transfer,Yes,0,0,27.928571428571427,27.928571428571427,Medium,Established,1,0
C00289,22,58,6472,One year,Electronic Check,No,1,0,294.1818181818182,294.1818181818182,Low,Developing,1,1
C00290,57,123,5518,One year,Credit Card,Yes,1,0,96.80701754385964,96.80701754385964,Medium,Loyal,1,0
C00291,63,177,5573,One year,Credit Card,Yes,0,0,88.46031746031746,88.46031746031746,High,Loyal,1,0
C00292,65,59,6420,Two year,Credit Card,No,0,0,98.76923076923077,98.76923076923077,Low,Loyal,1,0
C00293,13,140,727,One year,Bank Transfer,Yes,0,0,55.92307692307692,55.92307692307692,Medium,Developing,1,0
C00294,70,128,5423,Month-to-month,Bank Transfer,Yes,0,0,77.47142857142858,77.47142857142858,Medium,Loyal,0,0
C00295,6,59,6657,Two year,Credit Card,No,0,0,1109.5,1109.5,Low,New,1,0
C00296,66,44,1995,One year,Electronic Check,Yes,0,0,30.227272727272727,30.227272727272727,Low,Loyal,1,1
C00297,15,163,4659,Month-to-month,Credit Card,No,0,0,310.6,310.6,High,Developing,0,0
C00298,66,136,7139,Month-to-month,Bank Transfer,No,0,0,108.16666666666667,108.16666666666667,Medium,Loyal,0,0
C00299,47,193,5219,Two year,Credit Card,No,1,0,111.04255319148936,111.04255319148936,High,Established,1,0
C00300,26,93,3151,One year,Electronic Check,Yes,0,0,121.1923076923077,121.1923076923077,Medium,Established,1,1
C00301,14,176,5655,One year,Credit Card,Yes,1,0,403.92857142857144,403.92857142857144,High,Developing,1,0
C00302,65,84,1193,Month-to-month,Electronic Check,No,1,0,18.353846153846153,18.353846153846153,Medium,Loyal,0,1
C00303,58,128,7204,Month-to-month,Bank Transfer,Yes,0,0,124.20689655172414,124.20689655172414,Medium,Loyal,0,0
C00304,21,179,840,One year,Bank Transfer,Yes,1,0,40.0,40.0,High,Developing,1,0
C00305,61,61,7474,Month-to-month,Credit Card,No,1,0,122.52459016393442,122.52459016393442,Low,Loyal,0,0
C00306,11,88,7410,One year,Credit Card,No,0,0,673.6363636363636,673.6363636363636,Medium,New,1,0
C00307,20,107,2288,Two year,Bank Transfer,Yes,1,0,114.4,114.4,Medium,Developing,1,0
C00308,55,169,1513,Two year,Electronic Check,No,0,0,27.509090909090908,27.509090909090908,High,Loyal,1,1
C00309,9,149,1431,Month-to-month,Electronic Check,No,0,1,159.0,159.0,Medium,New,0,1
C00310,41,98,7631,One year,Bank Transfer,Yes,0,0,186.1219512195122,186.1219512195122,Medium,Established,1,0
C00311,58,72,6062,Month-to-month,Bank Transfer,No,0,0,104.51724137931035,104.51724137931035,Low,Loyal,0,0
C00312,61,177,5838,Month-to-month,Credit Card,Yes,1,0,95.70491803278688,95.70491803278688,High,Loyal,0,0
C00313,32,100,7901,One year,Credit Card,Yes,0,0,246.90625,246.90625,Medium,Established,1,0
C00314,46,192,169,Month-to-month,Bank Transfer,Yes,0,0,3.6739130434782608,3.6739130434782608,High,Established,0,0
C00315,28,185,4320,One year,Credit Card,No,0,0,154.28571428571428,154.28571428571428,High,Established,1,0
C00316,39,166,805,One year,Credit Card,No,1,0,20.641025641025642,20.641025641025642,High,Established,1,0
C00317,61,99,6541,Month-to-month,Electronic Check,No,0,0,107.22950819672131,107.22950819672131,Medium,Loyal,0,1
C00318,38,63,5531,Month-to-month,Electronic Check,No,1,0,145.55263157894737,145.55263157894737,Low,Established,0,1
C00319,34,90,7911,Month-to-month,Electronic Check,No,0,0,232.6764705882353,232.6764705882353,Medium,Established,0,1
C00320,43,63,4351,Two year,Bank Transfer,Yes,0,0,101.18604651162791,101.18604651162791,Low,Established,1,0
C00321,25,156,3381,One year,Bank Transfer,No,1,0,135.24,135.24,High,Established,1,0
C00322,52,60,2095,Two year,Bank Transfer,Yes,1,0,40.28846153846154,40.28846153846154,Low,Loyal,1,0
C00323,18,147,2845,Month-to-month,Bank Transfer,Yes,0,0,158.05555555555554,158.05555555555554,Medium,Developing,0,0
C00324,9,55,4064,Month-to-month,Bank Transfer,Yes,0,1,451.55555555555554,451.55555555555554,Low,New,0,0
C00325,57,80,177,One year,Credit Card,No,0,0,3.1052631578947367,3.1052631578947367,Medium,Loyal,1,0
C00326,45,125,5533,One year,Credit Card,No,0,0,122.95555555555555,122.95555555555555,Medium,Established,1,0
C00327,51,98,6795,Two year,Credit Card,Yes,1,0,133.23529411764707,133.23529411764707,Medium,Loyal,1,0
C00328,57,115,7867,Month-to-month,Electronic Check,Yes,0,0,138.01754385964912,138.01754385964912,Medium,Loyal,0,1
C00329,29,90,2039,One year,Credit Card,No,0,0,70.3103448275862,70.3103448275862,Medium,Established,1,0
C00330,50,151,3525,One year,Electronic Check,Yes,0,0,70.5,70.5,High,Loyal,1,1
C00331,25,180,6676,Two year,Electronic Check,No,1,0,267.04,267.04,High,Established,1,1
C00332,55,84,4026,Month-to-month,Credit Card,Yes,0,0,73.2,73.2,Medium,Loyal,0,0
C00333,31,40,7644,One year,Credit Card,No,0,0,246.58064516129033,246.58064516129033,Low,Established,1,0
C00334,11,185,7387,One year,Bank Transfer,Yes,0,0,671.5454545454545,671.5454545454545,High,New,1,0
C00335,43,70,1690,Month-to-month,Bank Transfer,No,1,0,39.30232558139535,39.30232558139535,Low,Established,0,0
C00336,18,188,2878,Month-to-month,Electronic Check,No,0,0,159.88888888888889,159.88888888888889,High,Developing,0,1
C00337,9,24,3090,Two year,Electronic Check,No,1,0,343.3333333333333,343.3333333333333,Low,New,1,1
C00338,6,161,458,Month-to-month,Electronic Check,Yes,0,1,76.33333333333333,76.33333333333333,High,New,0,1
C00339,28,95,6110,One year,Electronic Check,No,1,0,218.21428571428572,218.21428571428572,Medium,Established,1,1
C00340,4,20,5182,Two year,Bank Transfer,Yes,1,0,1295.5,1295.5,Low,New,1,0
C00341,68,46,7768,Month-to-month,Electronic Check,No,0,0,114.23529411764706,114.23529411764706,Low,Loyal,0,1
C00342,58,142,1452,One year,Credit Card,Yes,1,0,25.03448275862069,25.03448275862069,Medium,Loyal,1,0
C00343,67,67,1052,Month-to-month,Electronic Check,Yes,1,0,15.701492537313433,15.701492537313433,Low,Loyal,0,1
C00344,32,80,2998,Two year,Electronic Check,Yes,1,0,93.6875,93.6875,Medium,Established,1,1
C00345,65,29,3138,One year,Bank Transfer,No,1,0,48.276923076923076,48.276923076923076,Low,Loyal,1,0
C00346,10,89,6631,Month-to-month,Electronic Check,No,0,1,663.1,663.1,Medium,New,0,1
C00347,65,178,4809,One year,Electronic Check,No,0,0,73.98461538461538,73.98461538461538,High,Loyal,1,1
C00348,3,129,7607,Month-to-month,Bank Transfer,No,1,1,2535.6666666666665,2535.6666666666665,Medium,New,0,0
C00349,32,138,714,One year,Electronic Check,No,0,0,22.3125,22.3125,Medium,Established,1,1
C00350,54,181,6354,Month-to-month,Electronic Check,Yes,0,0,117.66666666666667,117.66666666666667,High,Loyal,0,1
C00351,57,187,774,One year,Bank Transfer,Yes,0,0,13.578947368421053,13.578947368421053,High,Loyal,1,0
C00352,34,38,7888,Month-to-month,Credit Card,Yes,1,0,232.0,232.0,Low,Established,0,0
C00353,6,137,4804,One year,Electronic Check,Yes,0,1,800.6666666666666,800.6666666666666,Medium,New,1,1
C00354,7,54,1631,One year,Credit Card,Yes,1,0,233.0,233.0,Low,New,1,0
C00355,39,170,4762,Month-to-month,Electronic Check,No,0,0,122.1025641025641,122.1025641025641,High,Established,0,1
C00356,44,68,1931,Two year,Bank Transfer,No,1,0,43.88636363636363,43.88636363636363,Low,Established,1,0
C00357,47,46,7361,One year,Credit Card,Yes,1,0,156.61702127659575,156.61702127659575,Low,Established,1,0
C00358,66,184,1534,Month-to-month,Electronic Check,Yes,0,0,23.242424242424242,23.242424242424242,High,Loyal,0,1
C00359,46,119,656,Month-to-month,Bank Transfer,No,1,0,14.26086956521739,14.26086956521739,Medium,Established,0,0
C00360,49,168,4471,Two year,Bank Transfer,Yes,1,0,91.24489795918367,91.24489795918367,High,Loyal,1,0
C00361,45,118,4416,Two year,Bank Transfer,No,0,0,98.13333333333334,98.13333333333334,Medium,Established,1,0
C00362,5,134,3651,One year,Credit Card,Yes,1,1,730.2,730.2,Medium,New,1,0
C00363,30,138,1585,One year,Bank Transfer,Yes,0,0,52.833333333333336,52.833333333333336,Medium,Established,1,0
C00364,48,53,7371,Two year,Credit Card,No,0,0,153.5625,153.5625,Low,Established,1,0
C00365,17,24,1389,One year,Bank Transfer,No,0,0,81.70588235294117,81.70588235294117,Low,Developing,1,0
C00366,17,124,1196,Month-to-month,Credit Card,No,1,0,70.3529411764706,70.3529411764706,Medium,Developing,0,0
C00367,33,101,2979,Two year,Credit Card,Yes,0,0,90.27272727272727,90.27272727272727,Medium,Established,1,0
C00368,10,81,5158,One year,Electronic Check,Yes,1,0,515.8,515.8,Medium,New,1,1
C00369,37,58,5083,Month-to-month,Credit Card,No,1,0,137.3783783783784,137.3783783783784,Low,Established,0,0
C00370,32,148,2526,Two year,Electronic Check,No,1,0,78.9375,78.9375,Medium,Established,1,1
C00371,20,49,5058,One year,Electronic Check,No,1,0,252.9,252.9,Low,Developing,1,1
C00372,14,27,2388,Two year,Bank Transfer,Yes,0,0,170.57142857142858,170.57142857142858,Low,Developing,1,0
C00373,57,126,1514,Month-to-month,Bank Transfer,Yes,0,0,26.56140350877193,26.56140350877193,Medium,Loyal,0,0
C00374,40,130,5612,One year,Electronic Check,Yes,1,0,140.3,140.3,Medium,Established,1,1
C00375,29,20,4628,One year,Bank Transfer,Yes,1,0,159.58620689655172,159.58620689655172,Low,Established,1,0
C00376,33,196,2107,One year,Bank Transfer,Yes,0,0,63.84848484848485,63.84848484848485,High,Established,1,0
C00377,36,192,3483,One year,Electronic Check,No,0,0,96.75,96.75,High,Established,1,1
C00378,31,181,4712,Two year,Bank Transfer,No,1,0,152.0,152.0,High,Established,1,0
C00379,41,76,4187,Two year,Bank Transfer,No,1,0,102.1219512195122,102.1219512195122,Medium,Established,1,0
C00380,21,180,3061,One year,Bank Transfer,No,0,0,145.76190476190476,145.76190476190476,High,Developing,1,0
C00381,68,67,2144,Two year,Credit Card,Yes,1,0,31.529411764705884,31.529411764705884,Low,Loyal,1,0
C00382,67,64,5558,One year,Credit Card,Yes,0,0,82.95522388059702,82.95522388059702,Low,Loyal,1,0
C00383,24,185,1550,Two year,Electronic Check,No,1,0,64.58333333333333,64.58333333333333,High,Developing,1,1
C00384,47,187,4343,One year,Bank Transfer,Yes,1,0,92.40425531914893,92.40425531914893,High,Established,1,0
C00385,1,188,7165,Month-to-month,Bank Transfer,No,0,1,7165.0,7165.0,High,New,0,0
C00386,25,90,1649,Month-to-month,Credit Card,No,1,0,65.96,65.96,Medium,Established,0,0
C00387,70,168,2375,One year,Bank Transfer,Yes,0,0,33.92857142857143,33.92857142857143,High,Loyal,1,0
C00388,42,156,2302,Two year,Electronic Check,No,0,0,54.80952380952381,54.80952380952381,High,Established,1,1
C00389,42,126,5532,Month-to-month,Credit Card,No,0,0,131.71428571428572,131.71428571428572,Medium,Established,0,0
C00390,4,105,2534,Month-to-month,Electronic Check,Yes,0,1,633.5,633.5,Medium,New,0,1
C00391,3,79,1299,One year,Credit Card,No,1,0,433.0,433.0,Medium,New,1,0
C00392,56,147,253,Month-to-month,Credit Card,Yes,0,0,4.517857142857143,4.517857142857143,Medium,Loyal,0,0
C00393,6,63,2156,Month-to-month,Credit Card,Yes,1,1,359.3333333333333,359.3333333333333,Low,New,0,0
C00394,22,65,1947,Month-to-month,Bank Transfer,Yes,1,0,88.5,88.5,Low,Developing,0,0
C00395,61,116,6302,One year,Electronic Check,Yes,0,0,103.31147540983606,103.31147540983606,Medium,Loyal,1,1
C00396,57,134,2241,Month-to-month,Electronic Check,Yes,1,0,39.31578947368421,39.31578947368421,Medium,Loyal,0,1
C00397,5,39,3370,Month-to-month,Credit Card,Yes,0,1,674.0,674.0,Low,New,0,0
C00398,59,95,7232,Two year,Credit Card,Yes,1,0,122.57627118644068,122.57627118644068,Medium,Loyal,1,0
C00399,62,159,446,One year,Bank Transfer,No,0,0,7.193548387096774,7.193548387096774,High,Loyal,1,0
C00400,53,27,4429,Two year,Electronic Check,No,0,0,83.56603773584905,83.56603773584905,Low,Loyal,1,1
C00401,6,198,6427,Month-to-month,Credit Card,No,1,1,1071.1666666666667,1071.1666666666667,High,New,0,0
C00402,45,199,7564,Month-to-month,Credit Card,Yes,0,0,168.0888888888889,168.0888888888889,High,Established,0,0
C00403,69,115,4730,One year,Credit Card,Yes,1,0,68.55072463768116,68.55072463768116,Medium,Loyal,1,0
C00404,20,37,4631,Month-to-month,Electronic Check,No,0,0,231.55,231.55,Low,Developing,0,1
C00405,25,184,7662,Month-to-month,Credit Card,No,1,0,306.48,306.48,High,Established,0,0
C00406,45,104,2541,Month-to-month,Electronic Check,No,1,0,56.46666666666667,56.46666666666667,Medium,Established,0,1
C00407,3,75,3048,One year,Electronic Check,No,0,0,1016.0,1016.0,Low,New,1,1
C00408,5,44,7840,One year,Credit Card,No,0,0,1568.0,1568.0,Low,New,1,0
C00409,48,46,6056,Month-to-month,Bank Transfer,No,0,0,126.16666666666667,126.16666666666667,Low,Established,0,0
C00410,48,149,7690,Month-to-month,Bank Transfer,Yes,1,0,160.20833333333334,160.20833333333334,Medium,Established,0,0
C00411,23,134,4413,One year,Electronic Check,No,1,0,191.8695652173913,191.8695652173913,Medium,Developing,1,1
C00412,48,95,1168,One year,Bank Transfer,Yes,0,0,24.333333333333332,24.333333333333332,Medium,Established,1,0
C00413,64,131,3127,Two year,Electronic Check,No,0,0,48.859375,48.859375,Medium,Loyal,1,1
C00414,2,158,3460,Two year,Electronic Check,No,0,0,1730.0,1730.0,High,New,1,1
C00415,48,87,6197,One year,Credit Card,Yes,1,0,129.10416666666666,129.10416666666666,Medium,Established,1,0
C00416,48,151,530,Two year,Credit Card,Yes,0,0,11.041666666666666,11.041666666666666,High,Established,1,0
C00417,51,83,7409,Two year,Bank Transfer,Yes,0,0,145.27450980392157,145.27450980392157,Medium,Loyal,1,0
C00418,59,183,4605,One year,Electronic Check,Yes,0,0,78.05084745762711,78.05084745762711,High,Loyal,1,1
C00419,35,113,6754,Month-to-month,Bank Transfer,No,1,0,192.97142857142856,192.97142857142856,Medium,Established,0,0
C00420,18,53,6260,Month-to-month,Bank Transfer,Yes,0,0,347.77777777777777,347.77777777777777,Low,Developing,0,0
C00421,39,146,3886,One year,Bank Transfer,Yes,1,0,99.64102564102564,99.64102564102564,Medium,Established,1,0
C00422,14,158,1718,One year,Bank Transfer,No,1,0,122.71428571428571,122.71428571428571,High,Developing,1,0
C00423,5,172,2066,One year,Bank Transfer,No,1,0,413.2,413.2,High,New,1,0
C00424,5,93,3720,Month-to-month,Credit Card,Yes,0,1,744.0,744.0,Medium,New,0,0
C00425,52,47,7270,Two year,Electronic Check,Yes,0,0,139.80769230769232,139.80769230769232,Low,Loyal,1,1
C00426,54,61,1714,Month-to-month,Bank Transfer,No,1,0,31.74074074074074,31.74074074074074,Low,Loyal,0,0
C00427,34,191,4220,One year,Bank Transfer,Yes,0,0,124.11764705882354,124.11764705882354,High,Established,1,0
C00428,3,178,1423,Month-to-month,Credit Card,Yes,1,1,474.3333333333333,474.3333333333333,High,New,0,0
C00429,36,169,7102,One year,Electronic Check,No,1,0,197.27777777777777,197.27777777777777,High,Established,1,1
C00430,10,21,4968,One year,Electronic Check,No,1,0,496.8,496.8,Low,New,1,1
C00431,70,156,2011,Two year,Credit Card,Yes,0,0,28.728571428571428,28.728571428571428,High,Loyal,1,0
C00432,62,116,2103,One year,Electronic Check,No,1,0,33.91935483870968,33.91935483870968,Medium,Loyal,1,1
C00433,14,162,325,Two year,Credit Card,Yes,0,0,23.214285714285715,23.214285714285715,High,Developing,1,0
C00434,67,21,5850,Two year,Electronic Check,Yes,0,0,87.31343283582089,87.31343283582089,Low,Loyal,1,1
C00435,8,152,499,Month-to-month,Electronic Check,No,0,1,62.375,62.375,High,New,0,1
C00436,29,151,1329,Month-to-month,Bank Transfer,Yes,1,0,45.827586206896555,45.827586206896555,High,Established,0,0
C00437,30,100,3098,Month-to-month,Electronic Check,No,0,0,103.26666666666667,103.26666666666667,Medium,Established,0,1
C00438,68,93,3075,Month-to-month,Credit Card,Yes,0,0,45.220588235294116,45.220588235294116,Medium,Loyal,0,0
C00439,46,76,5865,One year,Electronic Check,No,1,0,127.5,127.5,Medium,Established,1,1
C00440,60,47,6373,Month-to-month,Credit Card,No,1,0,106.21666666666667,106.21666666666667,Low,Loyal,0,0
C00441,61,26,3471,One year,Credit Card,No,0,0,56.90163934426229,56.90163934426229,Low,Loyal,1,0
C00442,52,70,5784,Two year,Electronic Check,No,0,0,111.23076923076923,111.23076923076923,Low,Loyal,1,1
C00443,29,85,5965,Two year,Credit Card,No,0,0,205.68965517241378,205.68965517241378,Medium,Established,1,0
C00444,59,126,6287,One year,Credit Card,No,1,0,106.55932203389831,106.55932203389831,Medium,Loyal,1,0
C00445,58,150,5290,One year,Credit Card,No,1,0,91.20689655172414,91.20689655172414,Medium,Loyal,1,0
C00446,8,168,7608,Two year,Credit Card,No,0,0,951.0,951.0,High,New,1,0
C00447,13,190,6568,Month-to-month,Electronic Check,Yes,1,0,505.2307692307692,505.2307692307692,High,Developing,0,1
C00448,50,190,6770,Month-to-month,Credit Card,No,1,0,135.4,135.4,High,Loyal,0,0
C00449,59,165,7758,One year,Electronic Check,Yes,1,0,131.4915254237288,131.4915254237288,High,Loyal,1,1
C00450,15,113,6537,Two year,Electronic Check,No,1,0,435.8,435.8,Medium,Developing,1,1
C00451,64,57,5241,One year,Electronic Check,No,0,0,81.890625,81.890625,Low,Loyal,1,1
C00452,19,192,2908,One year,Credit Card,No,1,0,153.05263157894737,153.05263157894737,High,Developing,1,0
C00453,36,67,4566,Month-to-month,Electronic Check,No,1,0,126.83333333333333,126.83333333333333,Low,Established,0,1
C00454,68,24,3316,One year,Bank Transfer,No,0,0,48.76470588235294,48.76470588235294,Low,Loyal,1,0
C00455,10,34,5589,Month-to-month,Credit Card,No,0,1,558.9,558.9,Low,New,0,0
C00456,1,30,6242,Two year,Bank Transfer,No,0,0,6242.0,6242.0,Low,New,1,0
C00457,31,160,5208,One year,Electronic Check,Yes,1,0,168.0,168.0,High,Established,1,1
C00458,1,186,622,Two year,Electronic Check,Yes,1,1,622.0,622.0,High,New,1,1
C00459,53,102,7501,Month-to-month,Credit Card,No,1,0,141.52830188679246,141.52830188679246,Medium,Loyal,0,0
C00460,28,187,3207,One year,Electronic Check,Yes,0,0,114.53571428571429,114.53571428571429,High,Established,1,1
C00461,49,80,3534,Month-to-month,Credit Card,No,1,0,72.12244897959184,72.12244897959184,Medium,Loyal,0,0
C00462,40,158,4093,One year,Electronic Check,Yes,0,0,102.325,102.325,High,Established,1,1
C00463,56,143,6530,One year,Bank Transfer,Yes,1,0,116.60714285714286,116.60714285714286,Medium,Loyal,1,0
C00464,10,168,5667,One year,Electronic Check,Yes,1,1,566.7,566.7,High,New,1,1
C00465,63,125,6204,Month-to-month,Bank Transfer,No,0,0,98.47619047619048,98.47619047619048,Medium,Loyal,0,0
C00466,38,59,3970,One year,Credit Card,No,0,0,104.47368421052632,104.47368421052632,Low,Established,1,0
C00467,46,37,5635,Two year,Electronic Check,No,0,0,122.5,122.5,Low,Established,1,1
C00468,23,23,4012,One year,Electronic Check,Yes,1,0,174.43478260869566,174.43478260869566,Low,Developing,1,1
C00469,53,146,6760,One year,Bank Transfer,Yes,1,0,127.54716981132076,127.54716981132076,Medium,Loyal,1,0
C00470,6,115,4534,Month-to-month,Bank Transfer,Yes,1,1,755.6666666666666,755.6666666666666,Medium,New,0,0
C00471,2,194,5397,Month-to-month,Electronic Check,Yes,0,1,2698.5,2698.5,High,New,0,1
C00472,52,55,2628,Month-to-month,Credit Card,No,1,0,50.53846153846154,50.53846153846154,Low,Loyal,0,0
C00473,45,187,1946,One year,Electronic Check,Yes,0,0,43.24444444444445,43.24444444444445,High,Established,1,1
C00474,13,106,5999,Two year,Credit Card,No,1,0,461.46153846153845,461.46153846153845,Medium,Developing,1,0
C00475,19,82,7583,Month-to-month,Credit Card,Yes,0,0,399.10526315789474,399.10526315789474,Medium,Developing,0,0
C00476,44,24,6003,Two year,Credit Card,Yes,1,0,136.4318181818182,136.4318181818182,Low,Established,1,0
C00477,14,131,903,Two year,Electronic Check,Yes,1,0,64.5,64.5,Medium,Developing,1,1
C00478,29,117,3187,Two year,Electronic Check,Yes,1,0,109.89655172413794,109.89655172413794,Medium,Established,1,1
C00479,32,59,4807,Month-to-month,Credit Card,No,1,0,150.21875,150.21875,Low,Established,0,0
C00480,11,160,4666,Two year,Credit Card,No,0,1,424.1818181818182,424.1818181818182,High,New,1,0
C00481,69,58,3105,One year,Electronic Check,Yes,0,0,45.0,45.0,Low,Loyal,1,1
C00482,32,199,5789,Month-to-month,Electronic Check,Yes,0,0,180.90625,180.90625,High,Established,0,1
C00483,13,189,6302,Two year,Bank Transfer,No,0,0,484.7692307692308,484.7692307692308,High,Developing,1,0
C00484,27,147,7103,Two year,Credit Card,Yes,1,0,263.0740740740741,263.0740740740741,Medium,Established,1,0
C00485,50,74,7599,Month-to-month,Credit Card,No,1,0,151.98,151.98,Low,Loyal,0,0
C00486,66,67,6774,Month-to-month,Bank Transfer,No,1,0,102.63636363636364,102.63636363636364,Low,Loyal,0,0
C00487,57,165,5425,Month-to-month,Credit Card,No,0,0,95.17543859649123,95.17543859649123,High,Loyal,0,0
C00488,9,72,2417,Month-to-month,Electronic Check,Yes,1,1,268.55555555555554,268.55555555555554,Low,New,0,1
C00489,66,156,677,Month-to-month,Credit Card,Yes,0,0,10.257575757575758,10.257575757575758,High,Loyal,0,0
C00490,56,52,4061,One year,Electronic Check,Yes,1,0,72.51785714285714,72.51785714285714,Low,Loyal,1,1
C00491,44,30,4695,One year,Credit Card,Yes,1,0,106.70454545454545,106.70454545454545,Low,Established,1,0
C00492,54,123,7652,Month-to-month,Electronic Check,No,1,0,141.7037037037037,141.7037037037037,Medium,Loyal,0,1
C00493,2,114,5468,One year,Credit Card,Yes,1,0,2734.0,2734.0,Medium,New,1,0
C00494,68,128,2102,Month-to-month,Electronic Check,Yes,1,0,30.91176470588235,30.91176470588235,Medium,Loyal,0,1
C00495,22,164,2339,One year,Credit Card,No,0,0,106.31818181818181,106.31818181818181,High,Developing,1,0
C00496,50,128,6970,Month-to-month,Credit Card,Yes,1,0,139.4,139.4,Medium,Loyal,0,0
C00497,2,49,5917,Two year,Bank Transfer,No,1,0,2958.5,2958.5,Low,New,1,0
C00498,46,198,2158,Month-to-month,Bank Transfer,No,0,0,46.91304347826087,46.91304347826087,High,Established,0,0
C00499,1,185,5755,Two year,Credit Card,Yes,1,1,5755.0,5755.0,High,New,1,0
C00500,27,181,4292,Month-to-month,Bank Transfer,No,1,0,158.96296296296296,158.96296296296296,High,Established,0,0
